cantor,musica,codigo,clipe,at
AC/DC,Stiff Upper Lip,72-161-09,CDG,G00
AC/DC,Thunderstruck,74-805-03,CDG,G01
AC/DC,Let There Be Rock,74-880-07,CDG,G01
AC/DC,Heatseeker,74-882-18,CDG,G01
AC/DC,Rocker,74-890-03,CDG,G02
Accept,Balls To The Wall,68-713-05,CDG,G01
Access,Tear's Liberation,99-272-08,SB,L1
Access,Scandalous Blue,99-265-13,SB,L1
Access,Drastic Mermaid,99-259-13,SB,L1
Access,YUME O MITAI KARA,99-246-13,SB,L1
Access,Moonshine Dance,99-237-11,SB,L1
Access,HITOMI NO TSUBASA,98-939-27,PV,C17
Access,Doubt and Trust,98-930-48,PV,C15
Access,Vertical Innocence,98-818-93,PV,C25
Ace Of Base,All That She Wants,97-048-57,VDK,USA2
Ace of Base,Happy Nation,97-092-21,VDK,A44
Ace Of Base,The Sign,68-111-05,CDG,G00
Ace Of Base,Beautiful Life,68-220-03,CDG,G00
Ace Of Base,All That She Wants,72-004-15,CDG,G00
Ace Of Base,Don't Turn Around,72-009-01,CDG,G00
Ace Of Base,Living In Danger,72-010-12,CDG,G00
Ace Of Base,Life Is A Flower,72-123-10,CDG,G00
Ace Of Base,Every Time It Rains,72-134-12,CDG,G01
Acid Black Cherry,AITAI,99-885-36,SB,M17
Acid Black Cherry,NEMURI HIME,99-876-67,SB,M15
Acid Black Cherry,Spell magic,99-875-22,SB,M15
Acid Black Cherry,IHOHJIN,99-875-21,SB,M15
Acid Black Cherry,HATSUKOI,99-875-20,SB,M15
Acid Black Cherry,Black Cherry,99-875-19,SB,M15
Acid Black Cherry,AISHITENAI,99-875-18,SB,M15
Acid Black Cherry,FUYU NO MABOROSHI,99-869-65,SB,M13
Acid Black Cherry,SANBUN NO ICHI NO JUNJOH NA KANJOH,99-521-24,SB,M22
Acid Black Cherry,MIRAI YOSOHZU II,99-521-23,SB,M22
Acid Black Cherry,AISHITENAI,98-978-16,PV,C11
Acid Black Cherry,Spell magic,98-973-13,PV,C08
Acid Black Cherry,Black Cherry,98-973-12,PV,C08
Acid Black Cherry,SHOHJO NO INORI III,98-949-87,PV,C19
Acid Black Cherry,Re:birth,98-939-29,PV,C17
Acid Black Cherry,AITAI,98-939-28,PV,C17
Acid Black Cherry,YASASHII USO,98-935-17,PV,C16
Acid Black Cherry,NEMURI HIME,98-930-49,PV,C15
Acid Black Cherry,20+8Century Boys,98-926-94,PV,C14
Acid Black Cherry,KOI HITOYO,98-923-64,PV,C13
Acid Black Cherry,FUYU NO MABOROSHI,98-921-04,PV,C12
Acid Black Cherry,MIRAI YOSOHZU II,98-919-48,PV,C22
Acid Black Cherry,SANBUN NO ICHI NO JUNJOH NA KANJOH,98-919-47,PV,C22
Acid Black Cherry,Yes,98-904-45,PV,C20
Acid Black Cherry,Shangrila,98-904-44,PV,C20
Acid Black Cherry,Crisis,98-904-43,PV,C20
Acid Black Cherry,CHOH,98-904-42,PV,C20
Acid Black Cherry,Pistol,98-903-01,PV,C19
Acid Black Cherry,KIMI GA INAI ANO HI KARA...,98-818-94,PV,C25
Acid Black Cherry,KURONEKO -adult black cat-,98-813-38,PV,C24
Acidman,Alma,99-888-19,SB,M18
Acidman,Slow rain,99-859-97,SB,M09
Acidman,Prism NO YORU,99-859-96,SB,M09
Acidman,SEKAI GA OWARU YORU,99-531-89,SB,M26
Acidman,Returning,98-967-30,PV,C07
Acidman,Prism NO YORU,98-964-13,PV,C06
Acidman,Slow rain,98-963-26,PV,C05
Acidman,Alma,98-945-67,PV,C18
Acidman,Carve with the Sense,98-930-50,PV,C15
Acidman,KAZE OIBITO (ZENPEN),98-919-50,PV,C22
Acidman,Alchemist,98-919-49,PV,C22
Acidman,To live,98-904-46,PV,C20
Acidman,AI O RYOHTE NI,98-854-40,PV,C31
Acidman,SAIGO NO HOSHI,98-847-03,PV,C30
Acidman,SEKAI GA OWARU YORU,98-824-46,PV,C26
Acidman,Stay in my hand,98-818-96,PV,C25
Acidman,Everlight,98-818-95,PV,C25
ACO,YOROKOBI NI SAKU HANA,99-410-16,SB,L3
ACO,Innocent,98-904-47,PV,C20
ACO,MISEINEN,98-832-99,PV,C28
ACO,AKAI YO,98-813-39,PV,C24
AcQuA-E.P.,MISOGI,99-853-92,SB,M09
AcQuA-E.P.,Fragile we are!!!,98-967-31,PV,C07
AcQuA-E.P.,MISOGI,98-964-14,PV,C06
Acranes,Cuenta Pagada,33-055-06,CDG,G04
Across The Universe,Let It Be,11-101-04,CDG,G12
Across The Universe,Oh Darling,11-101-05,CDG,G12
Ad Libs,The Boy From New York City,37-090-01,CDG,G00
ADACHI AKIRA,JOGAKUSEI,99-054-18,SB,L0
Adair Cardoso,Que Se Dane O Mundo,97-017-10,VDK,19
Adalberto e Adriano,Separação,97-037-26,VDK,2
Adam Ant,Wonderful,65-098-06,CDG,G00
Adam Ant,Desperate But Not Serious,68-571-15,CDG,G00
Adam Ant,Prince Charming,72-111-01,CDG,G04
Adam Ant,Goody Two Shoes,72-111-15,CDG,G04
Adam Brand,Ready For Love,54-012-04,CDG,G06
Adam Faith,Poor Me,72-074-06,CDG,G06
Adam Faith,How About That,72-083-05,CDG,G00
Adam Faith,The Time Has Come,74-865-14,CDG,G01
Adam Faith,A Message To Martha,76-047-09,CDG,G18
Adam Faith,What Do You Want,86-559-12,CDG,G08
Adam Faith,Someone Else's Baby,86-903-03,CDG,G05
Adam Harvey & Troy Cassar Daley,Seven Spanish Angels,73-143-13,CDG,G15
Adam Lambert,Aftermath,11-101-06,CDG,G12
Adam Lambert,Feeling Good,11-101-07,CDG,G12
Adam Lambert,No Boundaries,11-101-08,CDG,G12
Adam Lambert,Play That Funky Music,11-101-09,CDG,G12
Adam Lambert,Underneath,11-101-10,CDG,G12
Adam Lambert,If I Had You,23-146-06,CDG,G06
Adam Lambert,Whataya Want From Me,53-002-04,CDG,G04
Adam Lambert,Never Close Our Eyes,72-318-15,CDG,G09
Adam Lambert,Better Than I Know Myself,73-167-05,CDG,G15
Adam Levine,Lost Stars,72-343-08,CDG,G14
Adam Sandler,Ode To My Car,11-009-16,CDG,G00
Adam Sandler,The Chanukah Song,68-900-03,CDG,G01
ADAMO,YUKI GA FURU,99-601-55,SB,L5
Adamo (Salvatore),C'Est Ma Vie,13-801-01,CDG,G04
Adamo (Salvatore),Inch'Allah,13-801-02,CDG,G04
Adamo (Salvatore),La Nuit,13-801-03,CDG,G04
Adamo (Salvatore),San Toi Mamie,13-801-04,CDG,G04
Adamo (Salvatore),Une Larme Aux Nuages,13-801-05,CDG,G04
Adamo (Salvatore),Vous Permettez Monsieur,13-801-06,CDG,G04
Adamo (Salvatore),F. Comme Femme,14-001-21,CDG,G07
Adamo (Salvatore),Mauvais Garcon,31-056-15,CDG,G04
Adamo (Salvatore),Tombe La Neige,52-504-06,CDG,G04
Adams,AKISAME,98-824-47,PV,C26
Adams,BOKU NO SEI,98-805-92,PV,C23
Adamski,Killer,74-844-08,CDG,G01
Addams Family (Musical),Pulled,11-101-11,CDG,G12
Adeaze,A Life Without You,81-009-01,CDG,G07
Adele,Rolling In The Deep,97-025-69,VDK,INT04B
Adele,Someone Like You,97-026-00,VDK,INT04C
Adele,Chasing Pavements,97-026-03,VDK,INT04C
Adele,Set Fire To The Rain,97-026-27,VDK,INT04D
Adele,Skyfall,97-190-68,VDK,INT05B
Adele,Hello,97-193-62,VDK,INT07B
Adele,When We Were Young,97-194-04,VDK,INT07C
Adele,Send My Love (To Your New Lover),97-194-93,VDK,INT08A
Adele,One And Only,97-195-34,VDK,INT08B
Adele,Black & Gold,11-101-12,CDG,G12
Adele,First Love,11-101-13,CDG,G12
Adele,Hiding My Heart,11-101-14,CDG,G12
Adele,I Found A Boy,11-101-15,CDG,G12
Adele,If It Hadn't Been For Love,11-101-16,CDG,G12
Adele,Melt My Heart To Stone,11-101-17,CDG,G12
Adele,My Same,11-101-18,CDG,G12
Adele,Promise This (Live Lounge Special),11-101-19,CDG,G12
Adele,Rolling In The Deep (Acoustic),11-101-20,CDG,G12
Adele,That's It I Quit I'm Movin' On,11-101-21,CDG,G12
Adele,Tired,11-101-22,CDG,G12
Adele,Don't You Remember,14-001-80,CDG,G09
Adele,Lovesong,14-001-81,CDG,G09
Adele,Crazy For You,14-002-31,CDG,G10
Adele,Fastlove,15-238-04,CDG,G19
Adele,Water Under The Bridge,35-049-09,CDG,G18
Adele,I Can't Make You Love Me,53-203-05,CDG,G08
Adele,Rumour Has It,58-107-04,CDG,G07
Adele,Right As Rain,62-389-05,CDG,G05
Adele,Make You Feel My Love,62-389-06,CDG,G05
Adele,He Won't Go,64-017-02,CDG,G10
Adele,Daydreamer,64-017-07,CDG,G10
Adele,Chasing Pavements,72-264-02,CDG,G02
Adele,Cold Shoulder,72-266-08,CDG,G02
Adele,Hometown Glory,72-270-11,CDG,G03
Adele,Rolling In The Deep,72-299-05,CDG,G06
Adele,Someone Like You,72-301-12,CDG,G07
Adele,Promise This,72-302-18,CDG,G07
Adele,Set Fire To The Rain,72-303-18,CDG,G07
Adele,Turning Tables,72-306-01,CDG,G07
Adele,One And Only,72-307-01,CDG,G07
Adele,Skyfall,72-321-01,CDG,G10
Adele,Hello,72-358-01,CDG,G16
Adele,When We Were Young,87-136-03,CDG,G16
Adema,Promises,56-402-03,CDG,G05
Adema,The Way You Like It,84-105-16,CDG,G01
Adhemar de Campos (Comunidade da Graça),Nosso General,97-029-86,VDK,EV4
Adílson Ramos,Sonhar Contigo,97-069-82,VDK,8
Adina Howard,Freak Like Me,68-656-10,CDG,G02
Adolescent's Orq.,Persona Ideal,67-112-13,CDG,G03
Adoniran Barbosa,As Mariposas,97-070-62,VDK,9
Adoração e Adoradores,Faz Chover,97-077-82,VDK,EV3
Adoração e Adoradores,Vim Para Adorar-Te,97-078-87,VDK,EV3
Adrian Gurvitz,Classic,72-076-06,CDG,G04
Adrian Posse,Sentieas Amor,13-059-09,CDG,G02
Adrian Posse & C. Salazar,El Diario De Daniela,13-051-09,CDG,G02
Adrian Zmed (Grease 2),Prowlin',74-922-14,CDG,G05
Adriana,I Love You Baby,97-094-66,VDK,13
Adriana Calcanhoto,Canção De Novela,97-015-81,VDK,18
Adriana Calcanhoto,Metade,97-027-98,VDK,22
Adriana Calcanhoto,Vambora,97-041-38,VDK,3
Adriana Calcanhoto,Mais Feliz,97-041-60,VDK,3
Adriana Calcanhoto,Mentiras,97-041-61,VDK,3
Adriana Calcanhoto,Devolva-Me,97-061-26,VDK,5
Adriana Calcanhoto,Justo Agora,97-065-73,VDK,6
Adriana Calcanhoto,Fico Assim Sem Você,97-068-22,VDK,7
Adriana Calcanhoto,Naquela Estação,97-076-48,VDK,11
Adriana Calcanhoto,Outra Vez,97-076-61,VDK,11
Adriana Calcanhoto,Pelos Ares,97-076-68,VDK,11
Adriana Calcanhoto,Esquadros,97-094-50,VDK,13
Adriana Calcanhoto,Mulher Sem Razão,97-098-46,VDK,14
Adriana Calcanhoto,Seu Pensamento,97-011-19,VDK,15
Adriana Calcanhoto,Maresia,97-012-97,VDK,16
Adriana Calcanhoto,Devolva-Me,96-030-84,N00,JUK
Adriana Calcanhoto,Esquadros,96-030-85,N00,JUK
Adriana Calcanhoto,Fico Assim Sem Você,96-030-86,N00,JUK
Adriana Calcanhoto,Mais Feliz,96-030-87,N00,JUK
Adriana Calcanhoto,Maresia,96-030-88,N00,JUK
Adriana Calcanhoto,Mentiras,96-030-89,N00,JUK
Adriana Calcanhoto,Metade,96-030-90,N00,JUK
Adriana Calcanhoto,Vambora,96-030-91,N00,JUK
Adriana Calcanhoto,Seu Pensamento,96-033-51,N00,JUK
Adriana Calcanhotto,Pelos Ares,96-033-50,N00,JUK
Adriana Calcanhotto,Vambora,52-504-10,CDG,G04
Adriana Marques,Amor Perfeito,97-024-08,VDK,EV4
Adrianna Freeman,Just A Girl,54-308-09,CDG,G11
Adriano Celentano,Il Tempo Se Ne Va,88-046-15,CDG,G08
Adriano Celentano,Susana,31-056-07,CDG,G04
Adryana e a Rapaziada,Só Faltava Você,97-044-58,VDK,4
Adryana e a Rapaziada,Tudo Passa,97-060-35,VDK,4
Adryana e a Rapaziada,Amor Pra Valer,97-061-21,VDK,5
Adryana e a Rapaziada,Fim De Noite,97-062-57,VDK,5
Adryana e a Rapaziada,Eu Te Amo (And I Love Her),97-062-94,VDK,5
Adryana Ribeiro,Saudade Vem,97-014-90,VDK,18
Adryana Ribeiro,E Agora?,97-037-89,VDK,2
Adventures Of Stevie V,Dirty Cash,74-905-07,CDG,G03
Aell,4 colors,98-919-51,PV,C22
Aell,Cinderella summer time,98-833-01,PV,C28
Aell,MAIZAKURA,98-805-94,PV,C23
Aell,Magic music,98-805-93,PV,C23
Aerosmith,Amazing,97-046-78,VDK,A2
Aerosmith,Crazy,97-048-79,VDK,USA2
Aerosmith,I Don't Want To Miss A Thing,97-049-09,VDK,USA2
Aerosmith,Cryin',97-191-65,VDK,INT06A
Aerosmith,Dream On,97-191-72,VDK,INT06A
Aerosmith,Janie's Got A Gun,97-195-05,VDK,INT08A
Aerosmith,Angel,97-195-38,VDK,INT08B
Aerosmith,I Don't Want To Miss A Thing,96-501-20,I00,JUK
Aerosmith,Come Together,96-501-12,I00,JUK
Aerosmith,Girls Of Summer,96-501-18,I00,JUK
Aerosmith,Jaded,96-501-21,I00,JUK
Aerosmith,Walk This Way,96-501-23,I00,JUK
Aerosmith,Dream On,96-501-16,I00,JUK
Aerosmith,Angel,96-507-63,I00,JUK
Aerosmith,Hole In My Soul,96-501-19,I00,JUK
Aerosmith,Cryin',96-501-14,I00,JUK
Aerosmith,Sunshine,96-501-22,I00,JUK
Aerosmith,Crazy,96-501-13,I00,JUK
Aerosmith,Fly Away From Here,96-501-17,I00,JUK
Aerosmith,A Want Milles,96-501-10,I00,JUK
Aerosmith,Aerosmith And Friend,96-501-11,I00,JUK
Aerosmith,Blind Man,96-507-64,I00,JUK
Aerosmith,Dream On Acoustic,96-501-15,I00,JUK
Aerosmith,What Could Have Been Love,96-507-65,I00,JUK
Aerosmith,I Don't Want To Miss A Thing,65-187-01,CDG,G00
Aerosmith,Train Kept A Rollin',11-003-06,CDG,G00
Aerosmith,Come Together,11-101-23,CDG,G12
Aerosmith,Girls Of Summer,23-026-14,CDG,G00
Aerosmith,I Don't Wanna Miss A Thing,24-091-02,CDG,G00
Aerosmith,Dude,46-167-06,CDG,G02
Aerosmith,Rag Doll,46-167-09,CDG,G02
Aerosmith,Jaded,48-332-02,CDG,G00
Aerosmith,Eat The Rich,51-004-02,CDG,G00
Aerosmith,Livin' On The Edge,51-004-11,CDG,G00
Aerosmith,Deuces Are Wild,51-024-07,CDG,G00
Aerosmith,Amazing,51-024-11,CDG,G00
Aerosmith,Same Old Song & Dance,59-009-08,CDG,G00
Aerosmith,Sweet Emotion,59-009-10,CDG,G00
Aerosmith,Walk This Way,67-529-09,CDG,G00
Aerosmith,Dream On,67-533-11,CDG,G00
Aerosmith,Dude (Looks Like A Lady),67-563-07,CDG,G00
Aerosmith,Janie's Got A Gun,67-565-03,CDG,G00
Aerosmith,Angel,68-283-04,CDG,G00
Aerosmith,Draw The Line,68-406-10,CDG,G06
Aerosmith,Back In The Saddle,68-430-06,CDG,G00
Aerosmith,Pink,68-448-04,CDG,G02
Aerosmith,Hole In My Soul,68-448-14,CDG,G02
Aerosmith,Just Push Play,68-699-01,CDG,G02
Aerosmith,What It Takes,68-710-02,CDG,G01
Aerosmith,Cryin',68-710-04,CDG,G01
Aerosmith,Mama Kin,68-710-05,CDG,G01
Aerosmith,The Other Side,68-710-07,CDG,G01
Aerosmith,Sunshine,68-732-02,CDG,G00
Aerosmith,Last Child,68-791-03,CDG,G00
Aerosmith,Baby Please Don't Go,68-878-02,CDG,G01
Aerosmith,Crazy,72-021-15,CDG,G00
Aerosmith,Love In An Elevator,74-805-12,CDG,G01
Aerosmith,Fly Away From Here,84-059-07,CDG,G05
Aerosmith,Falling In Love (Is Hard On The Knees),85-067-11,CDG,G06
Aerosmith,I Don't Want To Miss A Thing,99-461-18,SB-BGV,L5U
Aerosmith,Girls of Summer,96-510-15,I01,JUK
Aerosmith,Hole in my soul,96-510-16,I01,JUK
Aerosmith,I Don't Wanna Miss A Thing,96-510-17,I01,JUK
Aerosmith,Jaded,96-510-18,I01,JUK
Aerosmith,Last Child,96-510-19,I01,JUK
Aerosmith,Mama Kin,96-510-20,I01,JUK
Aerosmith,Pink,96-510-21,I01,JUK
Aerosmith,Sweet Emotion,96-510-22,I01,JUK
Aerosmith,What Could Have Been Love,96-510-23,I01,JUK
AFI,Love Like Winter,16-612-08,CDG,G09
AFI,Girl's Not Grey,56-306-03,CDG,G07
AFI,Silver And Cold,56-404-04,CDG,G05
AFI,Miss Murder,68-993-13,CDG,G01
Afilia Saga,MAHOH NO Chocolate DENSETSU,98-854-41,PV,C31
Afilia Saga,Lost In The Sky,98-847-04,PV,C30
Afilia Saga,ITSUKA MITA NIJI NO SONO SHITA DE,98-838-52,PV,C29
Afilia Saga,TENKOH girl,98-833-03,PV,C28
Afilia Saga,Embrace Blade,98-833-02,PV,C28
Afilia Saga,Never say Never,98-824-49,PV,C26
Afilia Saga,Japonesque x romanesque,98-824-48,PV,C26
Afilia Saga,Magical Express Journey,98-818-97,PV,C25
Afilia Saga,S.M.L,98-813-40,PV,C24
Afilia Saga,Neptune SAGASHITE,98-805-95,PV,C23
Africa,Hold The Line,72-162-11,CDG,G03
afro,TOKYO GANNEN,99-871-89,SB,M14
AFRO,KATACHI,99-524-31,SB,M23
AFRO,AO,99-522-02,SB,M23
afro,TOKYO GANNEN,98-926-88,PV,C14
AFRO,KATACHI,98-908-75,PV,C20
AFRO,Life Goes On,98-833-05,PV,C28
AFRO,HAJIME NO IPPO,98-833-04,PV,C28
AFRO,KINENBI with HIDE from GReeeeN,98-818-86,PV,C25
AFRO,AO,98-805-96,PV,C23
Afrodisíaco,Ja É,97-076-21,VDK,11
Afrodite Se Quiser,O Que Que Ela Tem Que Eu Não Tenho,97-014-34,VDK,17
Afrojack & Eva Simons,Take Over Control,87-075-17,CDG,G06
Afrojack & Spree Wilson,The Spark,72-335-08,CDG,G12
Afroman,Because I Got High,73-032-13,CDG,G00
After 7,Til You Do Me Right,68-187-07,CDG,G00
After School,Shine,99-531-90,SB,M26
After School,Bang! (Japan Ver.),98-919-52,PV,C22
After School,Tap Slap -Diva special version,98-904-49,PV,C20
After School,Rambling girls,98-904-48,PV,C20
After School,Shine,98-824-50,PV,C26
After School,Shh,98-813-41,PV,C24
After School,Heaven,98-805-97,PV,C23
After The Fire,Der Kommissar,68-522-03,CDG,G05
Afters,Beautiful Love,68-962-13,CDG,G01
AG7,Endless Nova,98-818-98,PV,C25
AGATA HIROKO,HIREN DOHJOHJI,99-702-62,SB,L6
AGATA HIROKO,OMAN,99-470-16,SB,L4
AGATA MORIO,SEKISHOKU Elegy,99-380-13,SB,L3
AGE,Alive,98-926-95,PV,C14
Age Factory,SHINKUH KARA,98-824-51,PV,C26
Agepê,Ninguem Faz Amor Como Você,97-015-35,VDK,18
Agepê,Moro Onde Não Mora Ninguém,97-038-48,VDK,2
Agepê,Moça Criança,97-038-83,VDK,2
Agepê,Deixa Eu Te Amar,97-064-54,VDK,6
Agepê,Menina De Cabelos Longos,97-069-38,VDK,8
Agepê,De Amor É Bom,97-073-28,VDK,10
Agepê,De Todas As Formas,97-073-32,VDK,10
Agepê,Me Leva,97-073-81,VDK,10
Agepê,Lá Vem O Trem,97-014-55,VDK,17
Aggeu Marques,Máquina Do Tempo,97-151-78,VDK,24
Aggro Santos & Kimberley Walsh,Like U Like,72-300-02,CDG,G06
Aggro Santos & Kimberley Walsh,Candy,87-069-10,CDG,G05
Agnaldo Rayol,A Praia,97-037-37,VDK,2
Agnaldo Rayol,Amigos Para Sempre,97-037-39,VDK,2
Agnaldo Rayol,O Princípio E O Fim,97-063-03,VDK,5
Agnaldo Rayol,Ave Maria No Morro,97-063-62,VDK,5
Agnaldo Rayol,Santa Lucia,97-070-31,VDK-ITA,ITA
Agnaldo Rayol,Acorrentados (Encadenados),97-155-21,VDK,26
Agnaldo Rayol,Não Volto Mais,97-158-53,VDK,28
Agnaldo Rayol & C. Church,Tormento D'Amore,97-070-36,VDK-ITA,ITA
Agnaldo Timóteo,Mamãe Estou Tão Feliz,97-016-88,VDK,19
Agnaldo Timóteo,Quem É,97-043-70,VDK,4
Agnaldo Timóteo,Meu Grito,97-043-99,VDK,4
Agnaldo Timóteo,Os Verdes Campos Da Minha Terra,97-065-03,VDK,6
Agnaldo Timóteo,A Noiva,97-068-84,VDK,8
Agnaldo Timóteo,Não Mereço Você,97-069-47,VDK,8
Agnaldo Timóteo,Os Brutos Também Amam,97-069-59,VDK,8
Agnaldo Timóteo,Livre,97-071-66,VDK,9
Agnaldo Timóteo,A Casa De Irene,97-072-82,VDK,10
Agnaldo Timóteo,A Casa Do Sol Nascente,97-072-83,VDK,10
Agnaldo Timóteo,A Galeria Do Amor,97-072-87,VDK,10
Agnaldo Timóteo,Quem Será?,97-156-21,VDK,26
Agnela,Podia Ser,97-011-50,VDK,15
Agnes,Release Me,72-281-13,CDG,G04
AGNESS CHAN,ANATA NO WASUREMONO,99-888-20,SB,M18
AGNESS CHAN,KOKORO NO TABIBITO,99-706-16,SB,L6
AGNESS CHAN,NIBANME NO SHIAWASE,99-704-86,SB,L6
AGNESS CHAN,AI NO YUKUE NI ~ fallin' love,99-501-04,SB,L5
AGNESS CHAN,SHISHOHSETSU -my love story-,99-457-06,SB,L4
AGNESS CHAN,WASURENAI DE -time to say goodbye-,99-448-07,SB,L4
AGNESS CHAN,KONO MI GA CHIGIRERU HODO NI~Lovin' you is killin' me~,99-429-07,SB,L4
AGNESS CHAN,HINAGESHI NO HANA,99-184-12,SB,L0
AGNESS CHAN,SOHGEN NO KAGAYAKI,99-184-11,SB,L0
AGNESS CHAN,SHIROI KUTSUSHITA WA NIAWANAI,99-184-10,SB,L0
AGNESS CHAN,Pocket IPPAI NO HIMITSU,99-184-09,SB,L0
AGNESS CHAN,ANATA NO WASUREMONO,98-990-92,PV,C18
AGNESS CHAN,HINAGESHI NO HANA,98-978-17,PV,C11
AGNESS CHAN & HIRAO MASAAKI,HONG KONG KOKUSAI KUHKOH (CHEK LAP KOK KUHKOH),99-481-04,SB,L5
Agnetha Falstkog,Dance Your Pain Away,72-330-10,CDG,G11
Agostinho dos Santos,A Felicidade,97-042-21,VDK,3
Agostinho dos Santos,Aqueles Olhos Verdes,97-073-01,VDK,10
Agostinho dos Santos,Manhã De Carnaval,97-096-95,VDK,14
Agridoce (Pitty),Dançando,97-027-92,VDK,22
Agridoce (Pitty),130 Anos,97-152-02,VDK,24
Agridoce (Pitty),130 Anos,96-033-52,N00,JUK
Agridoce (Pitty),Dançando,96-033-53,N00,JUK
Agustin Lara,Maria Bonita,13-011-12,CDG,G02
Agustin Lara,Aquel Amor,13-037-01,CDG,G02
Agustin Lara,Farolito,13-037-02,CDG,G02
Agustin Lara,Veracruz,13-037-03,CDG,G02
Agustin Lara,Mujer,13-037-04,CDG,G02
Agustin Lara,Rival,13-037-05,CDG,G02
Agustin Lara,Piensa En Mi,13-037-06,CDG,G02
Agustin Lara,Arrancame La Vida,13-037-08,CDG,G02
Agustin Lara,Aventurera,13-037-09,CDG,G02
Agustin Lara,Noche De Ronda,13-037-10,CDG,G02
Agustin Lara,Palabras De Mujer,13-037-11,CDG,G02
Agustin Lara,La Cumbancha,13-037-12,CDG,G02
Agustin Lara,Amor De Mis Amores,13-083-06,CDG,G02
Ahn Jae Wook,Forever (Korean Version),99-911-35,SB,M09
Ahn Jae Wook,Forever (Korean Version),98-967-13,PV,C07
AHN MIKA,KOTOBA NI DEKINAI,98-919-53,PV,C22
AI,STORY,97-020-17,VDK,J4A
AI,YOU ARE MY STAR,97-183-19,VDK,J6
AI,BELIEVE,97-184-86,VDK,J7
AI,Story,99-911-15,SB,M05
AI,Independent woman,99-899-49,SB,M21
AI,You are my star,99-896-95,SB,M20
AI,Stronger feat Katoh Miliyah,99-888-21,SB,M18
AI,NEMURENAI MACHI,99-888-09,SB,M17
AI,OKURIBITO,99-871-93,SB,M14
AI,Feel for you,99-871-92,SB,M14
AI,TAISETSU NA MONO,99-870-34,SB,M13
AI,Brand new day,99-869-19,SB,M12
AI,One,99-865-74,SB,M12
AI,I'll Remember You,99-863-08,SB,M10
AI,We gonna,99-851-48,SB,M09
AI,WATCH OUT! feat.AFRA+TUCKER,99-851-47,SB,M09
AI,U can do,99-851-46,SB,M09
AI,Too Much feat.Rain(Remix),99-851-45,SB,M09
AI,Thank U,99-851-44,SB,M09
AI,Sunshine,99-851-43,SB,M09
AI,Summer Time,99-851-42,SB,M09
AI,Summer Breeze,99-851-41,SB,M09
AI,Shining Star,99-851-40,SB,M09
AI,Sha La La,99-851-39,SB,M09
AI,SENJOH NO Merry christmas,99-851-38,SB,M09
AI,Say Yes,Say No,99-851-37,SB,M09
AI,SAISHUH SENKOKU,99-851-36,SB,M09
AI,Queen,99-851-35,SB,M09
AI,Passion,99-851-34,SB,M09
AI,Party,99-851-33,SB,M09
AI,ooh,99-851-32,SB,M09
AI,Once In A Lifetime,99-851-31,SB,M09
AI,No Way,99-851-30,SB,M09
AI,My Friend,99-851-29,SB,M09
AI,Music,99-851-28,SB,M09
AI,MUGEN,99-851-27,SB,M09
AI,MIRAI,99-851-26,SB,M09
AI,Love is...,99-851-25,SB,M09
AI,Life,99-851-24,SB,M09
AI,KOTONONE,99-851-23,SB,M09
AI,I'm Sorry,99-851-22,SB,M09
AI,If,99-851-21,SB,M09
AI,I WISH,99-851-20,SB,M09
AI,I Wanna know,99-851-19,SB,M09
AI,go find your way,99-851-18,SB,M09
AI,Famous feat.Shaggy and Yalin,99-851-17,SB,M09
AI,E.O.,99-851-16,SB,M09
AI,Dreaming Of You,99-851-15,SB,M09
AI,Depend On Me,99-851-14,SB,M09
AI,Crayon Beats,99-851-13,SB,M09
AI,California,99-851-12,SB,M09
AI,Believe,99-851-11,SB,M09
AI,Beautiful feat.Trey Songz(Remix),99-851-10,SB,M09
AI,Another Day,99-851-09,SB,M09
AI,Angel feat. Boy-Ken,99-851-08,SB,M09
AI,Alive,99-851-07,SB,M09
AI,After The Rain,99-851-06,SB,M09
AI,365 feat.DELI,99-851-05,SB,M09
AI,24/7-DJ NOZOM Remix-,99-851-04,SB,M09
AI,2 Hot feat. Sphere of Influence,99-851-03,SB,M09
AI,MAMA E,99-522-03,SB,M23
AI,One,98-977-16,PV,C11
AI,Brand new day,98-973-14,PV,C08
AI,I'll Remember You,98-971-88,PV,C08
AI,Story (live version),98-967-34,PV,C07
AI,Believe,98-967-33,PV,C07
AI,Beautiful feat.Trey Songz(Remix),98-967-32,PV,C07
AI,I Wanna know,98-959-25,PV,C05
AI,Story,98-956-99,PV,C03
AI,Stronger feat Katoh Miliyah,98-945-68,PV,C18
AI,Still... feat.AK-68,98-939-32,PV,C17
AI,NEMURENAI MACHI,98-939-31,PV,C17
AI,Fake feat Amuro Namie,98-939-30,PV,C17
AI,OKURIBITO,98-926-97,PV,C14
AI,Feel for you,98-926-96,PV,C14
AI,TAISETSU NA MONO,98-923-65,PV,C13
AI,Voice,98-919-54,PV,C22
AI,UTSUKUSHIKI MONO,98-904-53,PV,C20
AI,Letter In The Sky feat.The Jacksons,98-904-52,PV,C20
AI,Independent woman,98-904-51,PV,C20
AI,Happiness,98-904-50,PV,C20
AI,SAIGO WA KANARAZU SEIGI GA KATSU,98-854-42,PV,C31
AI,Miracle,98-847-06,PV,C30
AI,Happy Christmas,98-847-05,PV,C30
AI,So good (AI version),98-806-03,PV,C23
AI,My place (short version),98-806-02,PV,C23
